Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
45914681,03/29/2020 12:47:56 PM,03/29/2020 02:54:27 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Residential Building/House,11104,39-85 45 STREET,45 STREET,39 AVENUE,SKILLMAN AVENUE,39 AVENUE,SKILLMAN AVENUE,,SUNNYSIDE,45 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/29/2020 06:54:28 PM,02 QUEENS,4001540010,QUEENS,1006836,212132,ONLINE,Unspecified,QUEENS,,,,,,,,40.74890105476020,-73.91848487122540,"(40.74890105476018, -73.91848487122539)"
45913209,03/29/2020 08:09:07 PM,03/29/2020 10:15:49 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,11101,23-01 QUEENS PLAZA NORTH,QUEENS PLAZA NORTH,23 STREET,24 STREET,23 STREET,24 STREET,,LONG ISLAND CITY,QUEENS PLAZA NORTH,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/30/2020 02:15:51 AM,01 QUEENS,4004130002,QUEENS,1000361,213136,ONLINE,Unspecified,QUEENS,,,,,,,,40.751670948365700,-73.94185137901610,"(40.751670948365714, -73.94185137901611)"
45912704,03/29/2020 01:22:57 PM,03/29/2020 01:26:49 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,11214,1741 SHORE PARKWAY,SHORE PARKWAY,24 AVENUE,BAY   37 STREET,24 AVENUE,BAY   37 STREET,,BROOKLYN,SHORE PARKWAY,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/29/2020 05:26:50 PM,11 BROOKLYN,3069270080,BROOKLYN,985468,155506,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.593504170350000,-73.9956143471,"(40.593504170350016, -73.9956143471)"
45913896,03/29/2020 11:40:30 AM,03/29/2020 01:37:01 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Street/Sidewalk,10302,137 HEBERTON AVENUE,HEBERTON AVENUE,BENNETT STREET,VREELAND STREET,BENNETT STREET,VREELAND STREET,,STATEN ISLAND,HEBERTON AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/29/2020 05:37:06 PM,01 STATEN ISLAND,5010150001,STATEN ISLAND,947807,171320,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.6368354428596,-74.13130557443680,"(40.6368354428596, -74.13130557443678)"
45911508,03/29/2020 06:20:35 PM,03/29/2020 09:16:45 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,,11219,961 44 STREET,44 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,,BROOKLYN,44 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/30/2020 01:16:51 AM,12 BROOKLYN,3056010051,BROOKLYN,985157,173314,PHONE,Unspecified,BROOKLYN,,,,,,,,40.64238346950070,-73.99673177252920,"(40.64238346950065, -73.99673177252924)"
45914683,03/29/2020 05:53:41 PM,03/29/2020 09:46:47 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Residential Building/House,10465,660 CLARENCE AVENUE,CLARENCE AVENUE,SCHLEY AVENUE,RANDALL AVENUE,SCHLEY AVENUE,RANDALL AVENUE,,BRONX,CLARENCE AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/30/2020 01:46:48 AM,10 BRONX,2054860031,BRONX,1035640,241260,PHONE,Unspecified,BRONX,,,,,,,,40.82872893389950,-73.8143057313383,"(40.82872893389948, -73.8143057313383)"
45911976,03/29/2020 02:07:44 PM,03/29/2020 09:07:45 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Street/Sidewalk,11218,DITMAS AVENUE,DITMAS AVENUE,EAST    7 STREET,EAST    8 STREET,EAST    7 STREET,EAST    8 STREET,,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/30/2020 01:07:49 AM,Unspecified BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,
45913691,03/29/2020 01:40:27 PM,03/29/2020 11:26:24 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,11201,63 PEARL STREET,PEARL STREET,WATER STREET,ANCHORAGE PLACE,WATER STREET,ANCHORAGE PLACE,,BROOKLYN,PEARL STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/30/2020 03:26:29 AM,02 BROOKLYN,3000400001,BROOKLYN,987691,195377,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.70294082911220,-73.9875896511449,"(40.70294082911219, -73.9875896511449)"
45913681,03/29/2020 10:25:48 AM,03/29/2020 02:14:12 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,11373,57-02 HOFFMAN DRIVE,HOFFMAN DRIVE,57 AVENUE,57 ROAD,57 AVENUE,57 ROAD,,ELMHURST,HOFFMAN DRIVE,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/29/2020 06:14:14 PM,04 QUEENS,4028560006,QUEENS,1019199,206741,PHONE,Unspecified,QUEENS,,,,,,,,40.734063897920200,-73.87389363087000,"(40.734063897920166, -73.87389363086996)"
45914663,03/29/2020 12:17:15 PM,03/29/2020 02:46:21 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,10452,125 EAST  170 STREET,EAST  170 STREET,WALTON AVENUE,WYTHE PLACE,WALTON AVENUE,WYTHE PLACE,,BRONX,EAST  170 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/29/2020 06:46:23 PM,04 BRONX,2028430098,BRONX,1007628,245103,PHONE,Unspecified,BRONX,,,,,,,,40.839395420668000,-73.91551169359310,"(40.839395420668026, -73.91551169359307)"
45914220,03/30/2020 12:11:59 AM,03/30/2020 01:23:01 AM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,10023,301 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST   74 STREET,WEST   75 STREET,WEST   74 STREET,WEST   75 STREET,,NEW YORK,AMSTERDAM AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/30/2020 05:23:03 AM,07 MANHATTAN,1011460001,MANHATTAN,989633,223474,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.780059121905500,-73.98056312741970,"(40.780059121905495, -73.98056312741967)"
45914700,03/29/2020 04:23:21 PM,03/29/2020 08:41:46 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Residential Building/House,10031,541 WEST  142 STREET,WEST  142 STREET,HAMILTON PLACE,BROADWAY,HAMILTON PLACE,BROADWAY,,NEW YORK,WEST  142 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/30/2020 12:41:49 AM,09 MANHATTAN,1020740007,MANHATTAN,997936,239477,PHONE,Unspecified,MANHATTAN,,,,,,,,40.82397400846210,-73.95055013833440,"(40.82397400846211, -73.95055013833444)"
45913335,03/29/2020 02:54:11 PM,03/29/2020 03:11:22 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Park/Playground,10472,1135 ROSEDALE AVENUE,ROSEDALE AVENUE,WATSON AVENUE,GLEASON AVENUE,WATSON AVENUE,GLEASON AVENUE,,BRONX,ROSEDALE AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/29/2020 07:11:24 PM,09 BRONX,,BRONX,1020650,241126,ONLINE,Unspecified,BRONX,,,,,,,,40.828435640380500,-73.86847170534380,"(40.828435640380526, -73.86847170534375)"
45914198,03/29/2020 05:14:34 PM,03/29/2020 09:49:20 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,11366,158-02 UNION TURNPIKE,UNION TURNPIKE,PARSONS BOULEVARD,159 STREET,PARSONS BOULEVARD,159 STREET,,FRESH MEADOWS,UNION TURNPIKE,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/30/2020 01:49:27 AM,08 QUEENS,4068530023,QUEENS,1037229,201633,ONLINE,Unspecified,QUEENS,,,,,,,,40.719954094388600,-73.80887642265180,"(40.719954094388626, -73.80887642265179)"
45913627,03/29/2020 03:14:34 PM,03/29/2020 09:50:43 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,10457,745 EAST TREMONT AVENUE,EAST TREMONT AVENUE,CLINTON AVENUE,PROSPECT AVENUE,CLINTON AVENUE,PROSPECT AVENUE,,BRONX,EAST TREMONT AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/30/2020 01:50:48 AM,06 BRONX,2030930053,BRONX,1014809,247023,PHONE,Unspecified,BRONX,,,,,,,,40.84464332576340,-73.88955076892250,"(40.84464332576339, -73.88955076892248)"
45912388,03/29/2020 01:41:22 PM,03/30/2020 12:04:00 AM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Street/Sidewalk,11233,474 RALPH AVENUE,RALPH AVENUE,ST MARKS AVENUE,PROSPECT PLACE,ST MARKS AVENUE,PROSPECT PLACE,,BROOKLYN,RALPH AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/30/2020 04:04:05 AM,08 BROOKLYN,3013630056,BROOKLYN,1005831,184503,PHONE,Unspecified,BROOKLYN,,,,,,,,40.67306855944100,-73.92220057711770,"(40.67306855944101, -73.92220057711765)"
45913897,03/29/2020 11:03:23 AM,03/30/2020 12:52:13 AM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,,10474,600 FOOD CENTER DRIVE,FOOD CENTER DRIVE,BEND,BEND,BEND,BEND,,BRONX,FOOD CENTER DRIVE,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/30/2020 04:52:15 AM,02 BRONX,2027810500,BRONX,1019722,232533,PHONE,Unspecified,BRONX,,,,,,,,40.804854066177200,-73.87187036664870,"(40.804854066177235, -73.87187036664872)"
45912701,03/29/2020 03:39:40 PM,03/29/2020 06:36:15 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Residential Building/House,10463,3630 GREYSTONE AVENUE,GREYSTONE AVENUE,WEST  236 STREET,WEST  238 STREET,WEST  236 STREET,WEST  238 STREET,,BRONX,GREYSTONE AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/29/2020 10:36:16 PM,08 BRONX,2057700067,BRONX,1010332,262262,PHONE,Unspecified,BRONX,,,,,,,,40.886484090731500,-73.9056726427293,"(40.886484090731486, -73.9056726427293)"
45912727,03/29/2020 05:49:58 PM,03/29/2020 09:42:36 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,11219,5004 13 AVENUE,13 AVENUE,50 STREET,51 STREET,50 STREET,51 STREET,,BROOKLYN,13 AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/30/2020 01:42:38 AM,12 BROOKLYN,3056480038,BROOKLYN,986245,170395,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63437125965360,-73.99281220397920,"(40.63437125965357, -73.99281220397917)"
45913193,03/29/2020 05:05:41 PM,03/29/2020 05:48:15 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,11210,EAST   28 STREET,EAST   28 STREET,EAST   28 STREET,FLATBUSH AVENUE,EAST   28 STREET,FLATBUSH AVENUE,,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/29/2020 09:48:17 PM,14 BROOKLYN,,BROOKLYN,998189,170560,PHONE,Unspecified,BROOKLYN,,,,,,,,40.634813406771700,-73.94977876795430,"(40.634813406771684, -73.94977876795426)"
45913832,03/29/2020 08:29:39 PM,03/29/2020 09:46:35 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,,11219,5225 14 AVENUE,14 AVENUE,52 STREET,53 STREET,52 STREET,53 STREET,,BROOKLYN,14 AVENUE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,03/30/2020 01:46:38 AM,12 BROOKLYN,3056640001,BROOKLYN,986514,169470,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63183226607570,-73.99184333279100,"(40.63183226607572, -73.99184333279098)"
45912933,03/29/2020 09:29:47 PM,03/29/2020 11:08:17 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,,10001,402 WEST   34 STREET,WEST   34 STREET,9 AVENUE,DYER AVENUE,9 AVENUE,DYER AVENUE,,NEW YORK,WEST   34 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/30/2020 03:08:19 AM,04 MANHATTAN,1007310048,MANHATTAN,985203,213792,PHONE,Unspecified,MANHATTAN,,,,,,,,40.75348612803980,-73.99656029161560,"(40.75348612803979, -73.99656029161564)"
45911494,03/29/2020 03:18:39 PM,03/29/2020 09:30:50 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,11435,102-98 SUTPHIN BOULEVARD,SUTPHIN BOULEVARD,146 STREET,LIBERTY AVENUE,146 STREET,LIBERTY AVENUE,,JAMAICA,SUTPHIN BOULEVARD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/30/2020 01:30:53 AM,12 QUEENS,,QUEENS,1038388,193035,ONLINE,Unspecified,QUEENS,,,,,,,,40.69634766045600,-73.80476443518430,"(40.69634766045598, -73.80476443518432)"
45912958,03/29/2020 08:40:37 AM,03/29/2020 02:45:59 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,,11216,212 TOMPKINS AVENUE,TOMPKINS AVENUE,DEKALB AVENUE,KOSCIUSZKO STREET,DEKALB AVENUE,KOSCIUSZKO STREET,,BROOKLYN,TOMPKINS AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/29/2020 06:46:01 PM,03 BROOKLYN,3017800033,BROOKLYN,999340,191284,PHONE,Unspecified,BROOKLYN,,,,,,,,40.69169430133070,-73.94558541480390,"(40.69169430133067, -73.94558541480394)"
45913402,03/29/2020 06:11:32 PM,03/29/2020 07:19:34 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Street/Sidewalk,11220,4705 5 AVENUE,5 AVENUE,47 STREET,48 STREET,47 STREET,48 STREET,,BROOKLYN,5 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/29/2020 11:19:37 PM,07 BROOKLYN,3007660006,BROOKLYN,981845,174881,PHONE,Unspecified,BROOKLYN,,,,,,,,40.646684266824000,-74.00866658625270,"(40.646684266823996, -74.00866658625274)"
45912957,03/29/2020 11:12:51 PM,03/30/2020 12:07:37 AM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,,11205,279 SKILLMAN STREET,SKILLMAN STREET,DEKALB AVENUE,LAFAYETTE AVENUE,DEKALB AVENUE,LAFAYETTE AVENUE,,BROOKLYN,SKILLMAN STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/30/2020 04:07:41 AM,03 BROOKLYN,3019420003,BROOKLYN,996403,190646,PHONE,Unspecified,BROOKLYN,,,,,,,,40.68994765892590,-73.95617739456480,"(40.68994765892587, -73.95617739456483)"
45914704,03/29/2020 05:49:57 PM,03/29/2020 08:33:32 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,11235,125 BRIGHTON BEACH AVENUE,BRIGHTON BEACH AVENUE,BEACH WALK,BRIGHTON    1 STREET,BEACH WALK,BRIGHTON    1 STREET,,BROOKLYN,BRIGHTON BEACH AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/30/2020 12:33:38 AM,13 BROOKLYN,3086690055,BROOKLYN,993326,149262,PHONE,Unspecified,BROOKLYN,,,,,,,,40.57636106884410,-73.96732843156240,"(40.57636106884414, -73.96732843156244)"
45912714,03/29/2020 10:16:42 AM,03/29/2020 01:08:27 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,11223,527 KINGS HIGHWAY,KINGS HIGHWAY,EAST    3 STREET,EAST    4 STREET,EAST    3 STREET,EAST    4 STREET,,BROOKLYN,KINGS HIGHWAY,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/29/2020 05:08:32 PM,15 BROOKLYN,3066600051,BROOKLYN,992628,159504,PHONE,Unspecified,BROOKLYN,,,,,,,,40.60447399470840,-73.96982837614410,"(40.60447399470842, -73.96982837614405)"
45912071,03/29/2020 10:49:07 AM,03/29/2020 01:45:47 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,10306,290 COLONY AVENUE,COLONY AVENUE,MIDLAND AVENUE,LINCOLN AVENUE,MIDLAND AVENUE,LINCOLN AVENUE,,STATEN ISLAND,COLONY AVENUE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,03/29/2020 05:45:48 PM,02 STATEN ISLAND,5038150015,STATEN ISLAND,958430,147589,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.57173606074180,-74.09293980017670,"(40.57173606074176, -74.09293980017672)"
45914412,03/29/2020 01:24:30 PM,03/29/2020 02:49:58 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Street/Sidewalk,11205,SPENCER STREET,SPENCER STREET,MYRTLE AVENUE,WILLOUGHBY AVENUE,MYRTLE AVENUE,WILLOUGHBY AVENUE,,,,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/29/2020 06:50:01 PM,Unspecified BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,
45912938,03/29/2020 12:08:33 PM,03/29/2020 01:39:48 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,,11219,6722 FORT HAMILTON PARKWAY,FORT HAMILTON PARKWAY,67 STREET,68 STREET,67 STREET,68 STREET,,BROOKLYN,FT HAMILTON PARKWAY,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/29/2020 05:39:52 PM,10 BROOKLYN,3057640001,BROOKLYN,981216,168622,PHONE,Unspecified,BROOKLYN,,,,,,,,40.62950445497800,-74.0109304174768,"(40.62950445497798, -74.0109304174768)"
45912421,03/29/2020 05:20:26 PM,03/30/2020 12:43:22 AM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,,10456,1237 COLLEGE AVENUE,COLLEGE AVENUE,EAST  168 STREET,EAST  169 STREET,EAST  168 STREET,EAST  169 STREET,,BRONX,COLLEGE AVENUE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,03/30/2020 04:43:24 AM,04 BRONX,2024390069,BRONX,1008395,243089,PHONE,Unspecified,BRONX,,,,,,,,40.8338655128177,-73.9127470003725,"(40.8338655128177, -73.9127470003725)"
45913197,03/29/2020 09:16:48 AM,03/29/2020 10:25:26 AM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,11211,274 BROADWAY,BROADWAY,HAVEMEYER STREET,MARCY AVENUE,HAVEMEYER STREET,MARCY AVENUE,,BROOKLYN,BROADWAY,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/29/2020 02:25:30 PM,01 BROOKLYN,3021410006,BROOKLYN,995674,197489,PHONE,Unspecified,BROOKLYN,,,,,,,,40.70873106533340,-73.95879449426450,"(40.70873106533339, -73.95879449426448)"
45912435,03/29/2020 10:04:59 PM,03/29/2020 10:15:25 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,,11201,PIER    7,PIER    7,BEND,BROOKLYN QUEENS EXPWY ET   27 WB,BEND,BROOKLYN QUEENS EXPWY ET   27 WB,,BROOKLYN,PORT AUTHORITY OF NY PIER    7,,Closed,,This complaint does not fall under the Police Department's jurisdiction.,03/30/2020 02:15:30 AM,06 BROOKLYN,3002810001,BROOKLYN,983975,191130,PHONE,Unspecified,BROOKLYN,,,,,,,,40.69128446700220,-74.00099164466460,"(40.69128446700215, -74.00099164466461)"
45914697,03/29/2020 09:17:41 AM,03/29/2020 09:35:32 AM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,11354,130-30 31 AVENUE,31 AVENUE,COLLEGE POINT BOULEVARD,131 STREET,COLLEGE POINT BOULEVARD,131 STREET,,FLUSHING,31 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/29/2020 01:35:37 PM,07 QUEENS,4043600001,QUEENS,1028946,219570,ONLINE,Unspecified,QUEENS,,,,,,,,40.769232312573000,-73.83863836000040,"(40.769232312572996, -73.83863836000043)"
45914662,03/29/2020 03:31:56 PM,03/29/2020 04:05:30 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,11208,1202 LIBERTY AVENUE,LIBERTY AVENUE,ELDERT LANE,101 AVENUE,ELDERT LANE,101 AVENUE,,BROOKLYN,LIBERTY AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/29/2020 08:05:31 PM,05 BROOKLYN,,BROOKLYN,1021747,186675,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.67897709576580,-73.86481144535670,"(40.67897709576577, -73.86481144535665)"
45914158,03/29/2020 01:09:58 PM,03/29/2020 02:27:09 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,10009,450 EAST   14 STREET,EAST   14 STREET,1 AVENUE,AVENUE A,1 AVENUE,AVENUE A,,NEW YORK,EAST   14 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/29/2020 06:27:11 PM,03 MANHATTAN,,MANHATTAN,989491,205508,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.730747111548100,-73.98108986350010,"(40.730747111548105, -73.98108986350006)"
45914692,03/29/2020 02:11:46 PM,03/29/2020 06:52:32 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Residential Building/House,11691,22-51 DIX AVENUE,DIX AVENUE,PINSON STREET,CHANDLER STREET,PINSON STREET,CHANDLER STREET,,FAR ROCKAWAY,DIX AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/29/2020 10:52:36 PM,14 QUEENS,4156610041,QUEENS,1051893,160407,PHONE,Unspecified,QUEENS,,,,,,,,40.606698333741200,-73.75638938400670,"(40.606698333741186, -73.75638938400672)"
45911484,03/29/2020 06:17:59 PM,03/29/2020 07:52:57 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,10024,415 COLUMBUS AVENUE,COLUMBUS AVENUE,WEST   78 STREET,WEST   79 STREET,WEST   78 STREET,WEST   79 STREET,,NEW YORK,COLUMBUS AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/29/2020 11:53:03 PM,07 MANHATTAN,1011300001,MANHATTAN,990972,224039,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.781608980288500,-73.97572771702820,"(40.781608980288546, -73.97572771702818)"
45913341,03/29/2020 04:32:13 PM,03/29/2020 06:01:21 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,,11368,108-57 50 AVENUE,50 AVENUE,108 STREET,111 STREET,108 STREET,111 STREET,,CORONA,50 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/29/2020 10:01:22 PM,04 QUEENS,4020050057,QUEENS,1024708,210768,PHONE,Unspecified,QUEENS,,,,,,,,40.745093513959500,-73.85399133756540,"(40.745093513959475, -73.85399133756539)"
45912896,03/29/2020 02:42:26 PM,03/29/2020 03:16:38 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,,10011,140 WEST   23 STREET,WEST   23 STREET,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,,NEW YORK,WEST   23 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/29/2020 07:16:39 PM,04 MANHATTAN,1007987503,MANHATTAN,985899,210125,PHONE,Unspecified,MANHATTAN,,,,,,,,40.743421033698100,-73.99404908475520,"(40.743421033698056, -73.99404908475518)"
45912934,03/29/2020 10:06:20 AM,03/29/2020 11:54:59 AM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,,10040,801 WEST  190 STREET,WEST  190 STREET,OVERLOOK TERRACE,FT WASHINGTON AVENUE,OVERLOOK TERRACE,FT WASHINGTON AVENUE,,NEW YORK,WEST  190 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/29/2020 03:55:04 PM,12 MANHATTAN,1021800570,MANHATTAN,1002244,251489,PHONE,Unspecified,MANHATTAN,,,,,,,,40.856935713665700,-73.93495237278870,"(40.856935713665706, -73.93495237278874)"
45913695,03/29/2020 05:10:47 PM,03/29/2020 08:07:17 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,11103,30-28 STEINWAY STREET,STEINWAY STREET,30 AVENUE,31 AVENUE,30 AVENUE,31 AVENUE,,ASTORIA,STEINWAY STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/30/2020 12:07:21 AM,01 QUEENS,4006600058,QUEENS,1007595,217272,PHONE,Unspecified,QUEENS,,,,,,,,40.76300706795450,-73.91572771948500,"(40.76300706795445, -73.91572771948496)"
45914680,03/29/2020 12:13:49 PM,03/29/2020 12:22:25 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Residential Building/House,11212,1371 LINDEN BOULEVARD,LINDEN BOULEVARD,THOMAS S BOYLAND STREET,BRISTOL STREET,THOMAS S BOYLAND STREET,BRISTOL STREET,,BROOKLYN,LINDEN BOULEVARD,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/29/2020 04:22:28 PM,16 BROOKLYN,3036330001,BROOKLYN,1009428,177702,PHONE,Unspecified,BROOKLYN,,,,,,,,40.65439183118440,-73.90925881195280,"(40.65439183118436, -73.90925881195281)"
45911488,03/29/2020 03:38:32 PM,03/29/2020 04:20:03 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,11369,99-10 ASTORIA BOULEVARD,ASTORIA BOULEVARD,27 AVENUE,100 STREET,27 AVENUE,100 STREET,,EAST ELMHURST,ASTORIA BOULEVARD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary,03/29/2020 08:20:05 PM,03 QUEENS,4013790045,QUEENS,1020230,216962,ONLINE,Unspecified,QUEENS,,,,,,,,40.76211380656390,-73.87011879925040,"(40.76211380656392, -73.87011879925043)"
45911481,03/29/2020 06:19:38 PM,03/29/2020 07:50:15 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,11105,35-01 23 AVENUE,23 AVENUE,35 STREET,36 STREET,35 STREET,36 STREET,,ASTORIA,23 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evid,03/29/2020 11:50:21 PM,01 QUEENS,4008220001,QUEENS,1008912,220922,ONLINE,Unspecified,QUEENS,,,,,,,,40.77302178970150,-73.9109601384828,"(40.77302178970149, -73.9109601384828)"
